epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,1131.98,2.12579,4.4534,2.94074,2.22463,0.19892,0.10785,0.06956,0.02377,0.22173,0.04473,0.03135,0.00846,2.34916,4.78514,3.4477,2.62477,0.0009902,0.0009902,0.0009902
104,1143.4,2.14269,4.57576,2.96181,2.2922,0.27344,0.11036,0.06998,0.02424,0.20363,0.05844,0.02958,0.00893,2.34101,4.75825,3.46451,2.62918,0.0009803,0.0009803,0.0009803
105,1155.08,1.99452,4.58337,2.92235,2.20384,0.2741,0.0938,0.0736,0.0232,0.23191,0.04545,0.03397,0.00926,2.36041,4.78703,3.54929,2.65506,0.0009704,0.0009704,0.0009704
106,1165.8,2.11752,4.3845,2.90231,2.24536,0.3497,0.0804,0.07101,0.01979,0.35539,0.0303,0.03341,0.00778,2.46986,4.89564,3.8768,2.75827,0.0009605,0.0009605,0.0009605
107,1176.54,2.04618,4.4976,2.9125,2.23935,0.16508,0.11634,0.06001,0.01654,0.33731,0.02814,0.02621,0.00707,2.55544,4.91405,4.60897,2.81587,0.0009506,0.0009506,0.0009506
108,1186.96,1.98668,4.4843,2.87183,2.18593,0.23585,0.09967,0.049,0.0133,0.22073,0.04545,0.02495,0.00634,2.59113,4.93788,5.18743,2.8678,0.0009407,0.0009407,0.0009407
109,1197.57,2.01678,4.46727,2.87657,2.19407,0.36038,0.1008,0.04795,0.01315,0.34112,0.03074,0.0265,0.00727,2.57997,5.00312,5.60246,2.87358,0.0009308,0.0009308,0.0009308
110,1208.01,2.00447,4.4676,2.80453,2.16485,0.36038,0.1008,0.04795,0.01315,0.34112,0.03074,0.0265,0.00727,2.57997,5.00312,5.60246,2.87358,0.0009209,0.0009209,0.0009209
111,1218.58,2.06267,4.52207,2.96715,2.22312,0.23426,0.09455,0.05179,0.01403,0.32403,0.02814,0.02313,0.00548,2.48307,4.84702,5.41582,2.77386,0.000911,0.000911,0.000911
112,1229.18,2.03915,4.4591,2.83685,2.18747,0.34363,0.08553,0.05531,0.01596,0.32271,0.02814,0.02422,0.00623,2.44002,4.80288,4.88758,2.7243,0.0009011,0.0009011,0.0009011
113,1239.78,2.06077,4.47762,2.94192,2.2349,0.37971,0.08614,0.06177,0.01885,0.59727,0.02814,0.02834,0.00753,2.40342,4.81051,5.58632,2.67344,0.0008912,0.0008912,0.0008912
114,1250.19,1.9775,4.51565,2.75681,2.16421,0.48668,0.0819,0.07041,0.0223,0.44494,0.03539,0.02963,0.00764,2.37023,4.79663,4.95493,2.62321,0.0008813,0.0008813,0.0008813
115,1260.78,1.96594,4.38529,2.82012,2.17801,0.45403,0.08978,0.08413,0.02764,0.42783,0.04646,0.03321,0.00903,2.34682,4.76442,3.76836,2.59847,0.0008714,0.0008714,0.0008714
116,1272.22,1.96872,4.50035,3.00017,2.17881,0.27078,0.10511,0.07753,0.0233,0.33711,0.04827,0.03196,0.00959,2.40524,4.77152,4.02199,2.65508,0.0008615,0.0008615,0.0008615
117,1282.99,2.00404,4.60083,2.82195,2.18915,0.17067,0.09487,0.07551,0.02342,0.2394,0.05368,0.03185,0.00908,2.38069,4.77546,3.65595,2.64507,0.0008516,0.0008516,0.0008516
118,1293.5,1.98207,4.50303,2.87654,2.18576,0.18653,0.09635,0.07638,0.02381,0.14325,0.04501,0.03196,0.00859,2.35849,4.8067,3.51908,2.63409,0.0008417,0.0008417,0.0008417
119,1304.01,1.95557,4.38667,2.74137,2.16021,0.18653,0.09635,0.07638,0.02381,0.14325,0.04501,0.03196,0.00859,2.35849,4.8067,3.51908,2.63409,0.0008318,0.0008318,0.0008318
120,1314.43,1.94645,4.47141,2.78564,2.15455,0.10824,0.1182,0.0714,0.02179,0.1402,0.04257,0.02749,0.00767,2.32988,4.77503,3.29277,2.62018,0.0008219,0.0008219,0.0008219
121,1325.05,1.9962,4.36184,2.83626,2.16433,0.18496,0.09972,0.06315,0.01974,0.13726,0.04582,0.02906,0.00807,2.38433,4.75079,3.5696,2.68074,0.000812,0.000812,0.000812
122,1335.69,2.09312,4.37286,2.78961,2.21981,0.2734,0.11144,0.06857,0.02141,0.21635,0.05519,0.02835,0.00863,2.4209,4.7149,3.68056,2.69855,0.0008021,0.0008021,0.0008021
123,1346.26,1.97445,4.36708,2.75991,2.15004,0.26205,0.11332,0.07189,0.02078,0.22064,0.07388,0.03254,0.01006,2.43799,4.68589,3.65817,2.72704,0.0007922,0.0007922,0.0007922
124,1356.7,1.99009,4.45105,2.85335,2.20923,0.274,0.12339,0.06982,0.02141,0.2175,0.05966,0.03396,0.01065,2.44084,4.70577,3.75293,2.73521,0.0007823,0.0007823,0.0007823
125,1367.33,2.02947,4.34614,2.87591,2.21301,0.27195,0.13935,0.06721,0.0215,0.21764,0.07273,0.03247,0.00959,2.44603,4.65377,3.66874,2.72459,0.0007724,0.0007724,0.0007724
126,1377.79,2.03029,4.38603,2.80154,2.1571,0.25666,0.11939,0.07048,0.02255,0.48708,0.0328,0.02666,0.00801,2.43613,4.64479,3.5608,2.7077,0.0007625,0.0007625,0.0007625
127,1388.5,2.03822,4.48274,2.79015,2.16931,0.43946,0.1131,0.0702,0.02299,0.59134,0.03463,0.02832,0.007,2.40481,4.67487,3.67455,2.69254,0.0007526,0.0007526,0.0007526
128,1399.16,1.9959,4.45035,2.8342,2.19404,0.43946,0.1131,0.0702,0.02299,0.59134,0.03463,0.02832,0.007,2.40481,4.67487,3.67455,2.69254,0.0007427,0.0007427,0.0007427
129,1409.81,1.91308,4.45627,2.82328,2.16858,0.56309,0.09976,0.07396,0.02376,0.59857,0.03463,0.02632,0.00681,2.39125,4.68093,3.67726,2.68365,0.0007328,0.0007328,0.0007328
130,1420.28,1.98281,4.4045,2.75897,2.19924,0.6596,0.08395,0.07906,0.027,0.59387,0.03463,0.02586,0.00682,2.33601,4.6841,3.49613,2.63061,0.0007229,0.0007229,0.0007229
131,1430.87,1.92211,4.34034,2.72325,2.10161,0.55038,0.09405,0.0689,0.0227,0.40329,0.04098,0.02324,0.00641,2.38528,4.67865,3.70863,2.69517,0.000713,0.000713,0.000713
132,1441.37,1.95918,4.30888,2.73898,2.13873,0.45306,0.08854,0.06588,0.02179,0.49932,0.03787,0.02421,0.00719,2.34483,4.66308,3.83611,2.64913,0.0007031,0.0007031,0.0007031
133,1452.18,1.99146,4.35358,2.7717,2.14953,0.36769,0.08519,0.07485,0.02543,0.51571,0.03781,0.03098,0.00914,2.28149,4.57384,3.60253,2.57723,0.0006932,0.0006932,0.0006932
134,1462.67,2.03884,4.42,2.72725,2.17341,0.45702,0.09215,0.07564,0.02484,0.5161,0.0368,0.03133,0.0089,2.25303,4.57605,3.58314,2.53442,0.0006833,0.0006833,0.0006833
135,1473.3,1.99962,4.43557,2.78803,2.15549,0.4713,0.08476,0.07239,0.0253,0.32132,0.06883,0.03409,0.00954,2.30485,4.6101,3.69425,2.57325,0.0006734,0.0006734,0.0006734
136,1483.82,1.92452,4.37995,2.69327,2.14846,0.38279,0.11711,0.07651,0.02624,0.44587,0.05108,0.03205,0.0083,2.28657,4.57931,3.46479,2.55851,0.0006635,0.0006635,0.0006635
137,1494.4,1.97284,4.36746,2.68467,2.09667,0.42394,0.10834,0.07976,0.02979,0.4267,0.04966,0.03122,0.00859,2.29624,4.59802,3.31999,2.55262,0.0006536,0.0006536,0.0006536
138,1505.96,1.91466,4.41592,2.82535,2.13987,0.42394,0.10834,0.07976,0.02979,0.4267,0.04966,0.03122,0.00859,2.29624,4.59802,3.31999,2.55262,0.0006437,0.0006437,0.0006437
139,1517.63,1.9149,4.37551,2.7666,2.15702,0.56272,0.08691,0.08165,0.02877,0.52377,0.0446,0.03024,0.00807,2.32631,4.65391,3.37061,2.5589,0.0006338,0.0006338,0.0006338
140,1528.12,1.96975,4.32468,2.74876,2.16997,0.5586,0.10544,0.08456,0.03147,0.50596,0.04329,0.03306,0.00875,2.3005,4.64766,3.55353,2.54995,0.0006239,0.0006239,0.0006239
141,1539.71,1.99919,4.31378,2.73603,2.18155,0.46201,0.1055,0.08209,0.02865,0.38781,0.05195,0.02551,0.0068,2.39137,4.68448,3.76004,2.62754,0.000614,0.000614,0.000614
142,1550.28,1.94065,4.32475,2.71926,2.1189,0.44588,0.11091,0.07257,0.02753,0.38951,0.05145,0.02207,0.00563,2.38934,4.6964,3.86505,2.62408,0.0006041,0.0006041,0.0006041
143,1561.08,1.89096,4.29445,2.72825,2.13432,0.33807,0.11246,0.06997,0.02446,0.29484,0.04779,0.02241,0.00615,2.42555,4.67006,3.87291,2.65654,0.0005942,0.0005942,0.0005942
144,1571.89,1.89811,4.28537,2.77303,2.12671,0.54269,0.07676,0.06449,0.02148,0.49853,0.03175,0.02433,0.00677,2.45901,4.63284,3.73752,2.69799,0.0005843,0.0005843,0.0005843
145,1582.54,1.94999,4.32435,2.71536,2.1539,0.35874,0.0908,0.06736,0.01934,0.42104,0.02958,0.02215,0.00645,2.48383,4.61308,3.60632,2.74427,0.0005744,0.0005744,0.0005744
146,1593.09,1.89992,4.3136,2.76556,2.13872,0.27203,0.09599,0.06642,0.02065,0.23094,0.03391,0.0242,0.00748,2.45824,4.59343,3.40089,2.692,0.0005645,0.0005645,0.0005645
147,1603.68,1.92285,4.34197,2.73858,2.0984,0.27203,0.09599,0.06642,0.02065,0.23094,0.03391,0.0242,0.00748,2.45824,4.59343,3.40089,2.692,0.0005546,0.0005546,0.0005546
148,1614.19,1.94165,4.27613,2.75077,2.12308,0.30139,0.11903,0.0744,0.02459,0.24526,0.05404,0.0325,0.00862,2.41593,4.53136,3.21147,2.64313,0.0005447,0.0005447,0.0005447
149,1625.01,1.91934,4.31645,2.65032,2.11424,0.31416,0.10834,0.08298,0.02703,0.25181,0.04582,0.03268,0.01008,2.38877,4.52282,3.13203,2.63863,0.0005348,0.0005348,0.0005348
150,1635.44,1.93726,4.36562,2.67324,2.1332,0.39745,0.10508,0.08363,0.0277,0.34771,0.04582,0.03563,0.00958,2.43172,4.55698,3.22928,2.66718,0.0005249,0.0005249,0.0005249
151,1646.08,1.94218,4.33718,2.60528,2.10373,0.41266,0.10853,0.0834,0.02861,0.22885,0.07698,0.03469,0.00988,2.41583,4.56584,3.27638,2.64118,0.000515,0.000515,0.000515
152,1656.66,2.00804,4.29466,2.64017,2.15389,0.37336,0.10331,0.08387,0.02983,0.22028,0.05772,0.03566,0.00996,2.34645,4.50152,3.25176,2.59267,0.0005051,0.0005051,0.0005051
153,1667.48,1.95337,4.20172,2.68648,2.12449,0.38101,0.10401,0.0849,0.03017,0.22399,0.07771,0.03543,0.01036,2.36948,4.5357,3.34788,2.58774,0.0004952,0.0004952,0.0004952
154,1679.02,1.93609,4.41334,2.66421,2.11571,0.26855,0.15753,0.08168,0.02991,0.24203,0.07157,0.03464,0.0102,2.39261,4.53294,3.40834,2.60335,0.0004853,0.0004853,0.0004853
155,1689.65,1.9702,4.26786,2.63765,2.14242,0.36756,0.13892,0.08021,0.02784,0.24279,0.07843,0.03012,0.00873,2.36856,4.56418,3.40312,2.59782,0.0004754,0.0004754,0.0004754
156,1700.74,1.89681,4.30709,2.73687,2.16389,0.36756,0.13892,0.08021,0.02784,0.24279,0.07843,0.03012,0.00873,2.36856,4.56418,3.40312,2.59782,0.0004655,0.0004655,0.0004655
157,1711.39,1.91181,4.26847,2.58434,2.09684,0.38136,0.132,0.08292,0.02884,0.23372,0.07958,0.03008,0.00803,2.33418,4.58044,3.34478,2.57513,0.0004556,0.0004556,0.0004556
158,1722.2,1.91909,4.23886,2.60023,2.09601,0.29003,0.17171,0.08944,0.03151,0.24175,0.08375,0.03146,0.00851,2.29032,4.57152,3.30052,2.55926,0.0004457,0.0004457,0.0004457
159,1733.12,1.9236,4.27906,2.72545,2.13571,0.28041,0.17907,0.09765,0.03554,0.22865,0.08146,0.03524,0.0103,2.33858,4.56841,3.4007,2.57472,0.0004358,0.0004358,0.0004358
160,1744.91,1.89872,4.28241,2.70377,2.10985,0.58642,0.09092,0.09814,0.03681,0.50446,0.03896,0.03947,0.01278,2.3217,4.50921,3.32538,2.55527,0.0004259,0.0004259,0.0004259
161,1756.58,1.88723,4.34788,2.61635,2.10567,0.4744,0.11284,0.09887,0.03336,0.30619,0.07843,0.03722,0.01305,2.36125,4.50831,3.53406,2.61346,0.000416,0.000416,0.000416
162,1767.17,1.8871,4.22912,2.65734,2.09391,0.55297,0.10729,0.09037,0.03233,0.30924,0.07626,0.03555,0.012,2.39796,4.53079,3.67938,2.64316,0.0004061,0.0004061,0.0004061
163,1778.02,1.91374,4.25018,2.65752,2.1392,0.39404,0.14269,0.08277,0.02815,0.31746,0.06544,0.03415,0.01048,2.40861,4.53562,3.64283,2.65982,0.0003962,0.0003962,0.0003962
164,1788.66,1.86616,4.24472,2.66457,2.10047,0.37796,0.15409,0.0833,0.0275,0.21366,0.07511,0.03291,0.01143,2.39297,4.53627,3.5668,2.64221,0.0003863,0.0003863,0.0003863
165,1799.57,1.82871,4.18154,2.61007,2.0622,0.37796,0.15409,0.0833,0.0275,0.21366,0.07511,0.03291,0.01143,2.39297,4.53627,3.5668,2.64221,0.0003764,0.0003764,0.0003764
166,1810.1,2.05593,4.20152,2.75504,2.20602,0.36829,0.15424,0.0815,0.0272,0.30773,0.05025,0.0374,0.0117,2.36847,4.51895,3.60543,2.61524,0.0003665,0.0003665,0.0003665
167,1820.81,1.87943,4.30834,2.6016,2.07856,0.37867,0.11355,0.08481,0.02778,0.3078,0.04978,0.03586,0.0111,2.34374,4.54508,3.62203,2.59607,0.0003566,0.0003566,0.0003566
168,1831.43,1.96109,4.22398,2.64415,2.15682,0.37751,0.11867,0.08592,0.02804,0.4201,0.03883,0.03342,0.01111,2.31449,4.54538,3.51734,2.54742,0.0003467,0.0003467,0.0003467
169,1842.15,1.89063,4.18908,2.52772,2.06955,0.38443,0.12778,0.09079,0.03033,0.51108,0.04978,0.04023,0.01315,2.29117,4.5467,3.59075,2.54244,0.0003368,0.0003368,0.0003368
170,1852.97,1.87684,4.20243,2.51827,2.07691,0.30287,0.12023,0.08742,0.03276,0.23321,0.05757,0.03612,0.01178,2.24639,4.5304,3.37025,2.5025,0.0003269,0.0003269,0.0003269
171,1863.78,1.87484,4.23668,2.6072,2.10189,0.27432,0.1498,0.09354,0.03514,0.23998,0.05139,0.03959,0.01201,2.21031,4.53909,3.27539,2.48783,0.000317,0.000317,0.000317
172,1874.25,1.86393,4.2475,2.58423,2.09308,0.2938,0.11858,0.09374,0.03504,0.25191,0.06047,0.04022,0.01261,2.22902,4.52988,3.32392,2.4997,0.0003071,0.0003071,0.0003071
173,1884.87,1.93376,4.25662,2.57931,2.08125,0.31805,0.10318,0.09539,0.03567,0.24114,0.06067,0.03945,0.01242,2.23431,4.53496,3.39663,2.51103,0.0002972,0.0002972,0.0002972
174,1895.33,1.90072,4.32553,2.57669,2.10827,0.31805,0.10318,0.09539,0.03567,0.24114,0.06067,0.03945,0.01242,2.23431,4.53496,3.39663,2.51103,0.0002873,0.0002873,0.0002873
175,1906.13,1.9423,4.27295,2.63381,2.14659,0.31658,0.10802,0.09883,0.03668,0.51744,0.03608,0.03857,0.01212,2.21707,4.54794,3.44153,2.49771,0.0002774,0.0002774,0.0002774
176,1916.82,1.8758,4.22811,2.61253,2.10203,0.35332,0.09381,0.09614,0.03468,0.2453,0.0404,0.03824,0.01165,2.26365,4.5489,3.57512,2.52046,0.0002675,0.0002675,0.0002675
177,1927.72,1.9179,4.15493,2.53632,2.10016,0.41743,0.10331,0.09906,0.03822,0.33138,0.04257,0.04164,0.01325,2.24889,4.52251,3.49135,2.53275,0.0002576,0.0002576,0.0002576
178,1939.16,1.88203,4.1571,2.55824,2.06323,0.41932,0.0973,0.09517,0.03674,0.33606,0.04573,0.04296,0.0133,2.27447,4.53625,3.61884,2.54685,0.0002477,0.0002477,0.0002477
179,1949.89,1.87112,4.25932,2.60471,2.07706,0.29488,0.14484,0.09309,0.03264,0.32755,0.04723,0.03508,0.01123,2.30161,4.54661,3.83379,2.56937,0.0002378,0.0002378,0.0002378
180,1960.65,1.83628,4.23446,2.64433,2.06384,0.26131,0.1276,0.09216,0.03536,0.23092,0.05216,0.03238,0.01056,2.27833,4.54509,3.53738,2.54237,0.0002279,0.0002279,0.0002279
181,1971.72,1.87233,4.1995,2.51105,2.0504,0.28919,0.13816,0.0969,0.0382,0.24948,0.06013,0.0342,0.01246,2.25321,4.5079,3.39792,2.51551,0.000218,0.000218,0.000218
182,1982.21,1.87876,4.31937,2.58392,2.07301,0.29985,0.12525,0.0951,0.03933,0.24599,0.05425,0.03508,0.01207,2.23356,4.49514,3.32437,2.50006,0.0002081,0.0002081,0.0002081
183,1992.86,1.83668,4.1126,2.51953,2.05806,0.29985,0.12525,0.0951,0.03933,0.24599,0.05425,0.03508,0.01207,2.23356,4.49514,3.32437,2.50006,0.0001982,0.0001982,0.0001982
184,2003.36,1.85823,4.16149,2.51382,2.0438,0.29563,0.14795,0.09855,0.03807,0.23627,0.05462,0.03769,0.01253,2.24547,4.47718,3.36613,2.5083,0.0001883,0.0001883,0.0001883
185,2014.24,1.79869,4.28415,2.5805,2.06156,0.29281,0.16103,0.09883,0.03834,0.23684,0.06447,0.03606,0.01273,2.23329,4.46916,3.30904,2.50627,0.0001784,0.0001784,0.0001784
186,2025.1,1.85187,4.16149,2.52173,2.05797,0.30391,0.14884,0.09834,0.03763,0.23414,0.0632,0.03672,0.01274,2.23656,4.49552,3.30387,2.48339,0.0001685,0.0001685,0.0001685
187,2035.96,1.83244,4.18303,2.51169,2.05262,0.32057,0.14817,0.0979,0.03632,0.25293,0.04605,0.03987,0.01225,2.22708,4.50085,3.41323,2.48712,0.0001586,0.0001586,0.0001586
188,2046.45,1.8236,4.15869,2.5298,2.07113,0.33016,0.14754,0.10265,0.03873,0.27151,0.05839,0.04345,0.01394,2.21707,4.47129,3.35736,2.48031,0.0001487,0.0001487,0.0001487
189,2058.02,1.78445,4.30127,2.53288,2.04838,0.32963,0.15257,0.09589,0.03465,0.27048,0.06611,0.0449,0.01361,2.25688,4.51503,3.49004,2.52617,0.0001388,0.0001388,0.0001388
190,2068.54,1.84595,4.24176,2.48134,2.0542,0.33039,0.14874,0.10119,0.03827,0.27782,0.06873,0.04535,0.01437,2.24502,4.49036,3.35793,2.50036,0.0001289,0.0001289,0.0001289
191,2082.94,1.90418,4.17723,2.69218,2.20233,0.30632,0.13499,0.10321,0.03736,0.24903,0.05651,0.03813,0.01253,2.23982,4.56745,3.39612,2.46802,0.000119,0.000119,0.000119
192,2093.99,1.95283,4.25212,2.68733,2.27589,0.30632,0.13499,0.10321,0.03736,0.24903,0.05651,0.03813,0.01253,2.23982,4.56745,3.39612,2.46802,0.0001091,0.0001091,0.0001091
193,2104.92,1.92073,4.2803,2.71739,2.23982,0.41172,0.12701,0.10473,0.03986,0.3371,0.0519,0.03775,0.01265,2.21108,4.58221,3.39783,2.43968,9.92e-05,9.92e-05,9.92e-05
194,2115.79,1.90471,4.22056,2.69122,2.25968,0.3024,0.14433,0.09953,0.03617,0.33046,0.05971,0.03814,0.01178,2.25013,4.57758,3.24458,2.46646,8.93e-05,8.93e-05,8.93e-05
195,2126.74,1.91165,4.17032,2.58492,2.23296,0.28428,0.1279,0.08775,0.0332,0.2344,0.06144,0.03686,0.0115,2.29472,4.60706,3.32719,2.50012,7.94e-05,7.94e-05,7.94e-05
196,2137.6,1.91277,4.20923,2.61516,2.21505,0.399,0.10976,0.09542,0.03674,0.22851,0.05899,0.03454,0.01207,2.26026,4.63677,3.30405,2.48393,6.95e-05,6.95e-05,6.95e-05
197,2148.82,1.88451,4.21003,2.66384,2.23333,0.38164,0.12859,0.08726,0.03241,0.32321,0.05305,0.0361,0.01132,2.28751,4.6253,3.28187,2.50609,5.96e-05,5.96e-05,5.96e-05
198,2159.59,1.93694,4.14332,2.64774,2.24476,0.19578,0.12539,0.09197,0.03426,0.24018,0.04834,0.03935,0.01243,2.24454,4.59058,3.20669,2.4782,4.97e-05,4.97e-05,4.97e-05
199,2170.54,1.89397,4.20557,2.59231,2.23306,0.2019,0.13167,0.09784,0.03488,0.23471,0.05103,0.03539,0.01161,2.26783,4.6227,3.19891,2.49051,3.98e-05,3.98e-05,3.98e-05
200,2181.48,1.87125,4.23529,2.60513,2.19301,0.29443,0.12597,0.10094,0.03988,0.23697,0.05969,0.03901,0.01284,2.19703,4.58582,3.0945,2.42784,2.99e-05,2.99e-05,2.99e-05
